subject_id,model,scalar,GM,WM,acc,caudate,thalamus,S1
KS5471,MPALMRI,rtop,"[-0.7595728193435264, 0.16073982652586388, 0.2947678578475401, 0.13894034982072587, 0.3667217420357377, -0.21043823457237112, 0.5204222407252697, 0.2074730760797672, 0.31074105687939385, 0.3839135214346875, 0.030636984469020693, 0.08276808430322542]","[-0.5447378238218251, -0.06479801036055025, 0.023522241400748236, 0.19094010064404154, 0.39245285369355903, -0.002289764361349163, 0.1303304311693636, -0.036673324188694255, -0.13042351235171934, -0.01958053278244213, -0.3734433535305506, -0.2679905446887431]","[-0.5832695304696857, 0.7804068452152416, 0.48312219104004134, -0.1699768207719787, -0.3038205782190012, -0.22001979447540693, -0.10188434801135922, 0.25249533249366996, -0.23918836788712292, 0.08744590500642789, -0.7131793123598229, -1.0896870228129736]","[-3.5477214591360435, -0.4910052385440634, 1.424427824715799, 0.5828318362674139, 1.976282181570421, -0.13278562981266695, 0.644805512078114, -0.21224892503591902, 1.3249856530986521, -0.72585592380278, 0.8588492317870166, 0.6783087255841284]","[-1.4703448829659729, -2.2003890483547153, -0.3599909448529657, 0.43358007606372756, 1.9046675882046105, 1.5589472506687145, 0.06020231641277879, -0.5844341794570471, -0.46586383271688897, -2.4038587009198564, -0.8330761410266639, -1.1646505960491869]","[-1.1220006473541222, 0.6089464041060333, -0.5561795793351133, 0.550888841437151, 0.9487274738215796, -0.4639197135846453, 1.171510669529124, -0.2384745473395449, -0.27359943829014227, 0.6077306602905925, -0.08470932674712092, 0.8326484305647849]"
PER5474,MPALMRI,rtop,"[-0.3893669436445829, -0.4302465939930831, 0.1834939708389272, 0.5167791219751791, -0.1002561662974624, 0.21266778322165872, 0.2512556311171609, 0.027695924954932262, 0.035885850503011726, -0.6562845795381802, -0.35844887789579, -0.030945230975411558]","[-0.18975802216676715, -0.2340647090866697, 0.16303600799924248, 0.23085418175286337, -0.07037608845676593, 0.09845571228959607, -0.016498682036528454, -0.2714453882447607, -0.4414809179322923, -0.8692070339658308, -0.6213563215123664, -0.458509076910487]","[-0.10677271077431186, -0.43187157056088915, 0.497121380338855, 0.3831190292599249, -0.12156246330469311, -0.22662175590449438, -0.10499904434267014, -0.5883819513384495, -0.8218880513529063, -1.7785519635251315, -0.728508815722646, -0.861367563444477]","[-0.18516951050062647, -0.6896453770352874, 0.21278729273950814, 0.49218256125665333, 0.33146839550676377, -0.170971486458986, 1.2792925059676983, 0.8844302666877148, 0.4392842440458882, -0.48443769256062263, 0.502777173406569, 1.8972514484476461]","[-0.8360408896835744, -0.10595358782299165, -0.06395280727534847, 1.1934620812273222, -0.010116430091590202, -0.19929605870727715, 0.5084294342761201, 0.4679040598401821, -0.2609887604883707, -0.9048585638129182, -0.3263226678808257, 0.7628046691525365]","[-0.6641447297062371, -0.1238934570754892, -0.06622275915132435, 0.821401167001012, -0.5055103305364087, 0.5217096810607964, -0.13046727967336888, 0.47573207888790336, 0.41613243332071903, -0.5847290623188738, -0.5786757260047183, 0.30628429109468897]"
CM5268,MPALMRI,rtop,"[0.3821698268145229, 0.12269034713676491, -0.22472550170779104, 0.27499356097596467, -0.4622912628596824, -0.09793913310773816, 0.8566883535954518, 0.08888967483181709, 0.06690007517252058, 0.17144152625828632, 0.09592747474581628, 0.16540082497059858]","[0.1586368114083011, 0.19605760800051875, -0.3144115354767849, 0.04666695100545969, 0.12736521203242157, -0.21659000443610926, 0.35208445696619983, -0.4389477938406891, -0.19342084221566455, -0.11015213383677898, -0.27243588047500766, -0.44857077475938983]","[1.0498615262745281, -0.5040640577039153, -0.2641448813425244, 0.8393703918961645, -0.8000661028927438, -0.34999587723692555, 2.301908945054647, 0.5950356150712937, 0.6491285286887605, 0.3674933698472196, 0.9229722653610333, 0.6003657757084135]","[0.550132169169721, 0.12577475637553306, -0.7733986367510814, 1.2839040897161547, -0.9692812714890807, -0.25290962415587415, 4.30904506687373, 2.7135537844526967, 3.2260704345843694, 2.8240850602576555, 2.823009781485955, 3.2744421705726703]","[-0.30432032695520095, 0.9052045997292087, -0.542619531790864, -0.08250413899440709, 0.37772342864946945, -0.3684573992527521, 0.6146397942236725, -0.6810975286370753, 0.8066352773830665, 0.10603685858446585, 0.004849313882666324, 0.39563293495418067]","[1.5569284043628928, 0.26155109739863835, -0.17841379351019376, 0.9265719898903962, -2.5511344719165034, -0.11338838785430244, 2.42367081758596, 0.43820406068493534, 2.032538229300981, 1.6995511676992587, 1.9467362217729063, 1.5775933480257567]"
CKA6605,MPALMRI,rtop,"[0.08033026500939851, -0.0067577134196856225, 0.39222541855980064, -0.7716270963001887, -0.16407058545217704, 0.4599873041669784, -0.05041881759987234, 0.46308614583278424, 0.215277719311333, 0.1881253879019159, 0.2529376521959954, 0.39385101101251574]","[-0.2535749876296239, 0.275164154036912, 0.7457404087851768, -0.5897055587559263, -0.3116417761752853, 0.12243864494574455, 0.010696161079055981, 0.17994945101987542, -0.39825286377583297, -0.4692696058699654, -0.4269413443626771, -0.2341147943819745]","[0.1926336768418826, 0.22718261199378892, 0.4140689580791645, -0.9346614081522533, -0.39014400799167576, 0.47586290655587066, 0.23771398147573206, 0.7583870797078318, 0.4753949337005326, 0.929864034576586, 0.634399383061689, 0.5043608970023528]","[0.8243207227750433, 0.09823141269308781, 1.4153356780193362, -1.580498696528087, -1.702743580072774, 0.8575700940580672, -0.49917738200039696, 1.3816511759206322, 2.7877747686717314, 3.700812918854262, -0.3137107485705232, -0.2937218160139579]","[-1.1326351313654883, 1.0178346222478194, 1.4811396395644851, 0.33378391397841783, -1.3184827812433877, -0.44732687306621, 0.5107488552894786, 0.37142447694390246, -0.8492003435665533, -1.1323790806307177, -1.22266846037401, -0.5479970439629325]","[-0.8920647808931211, 1.4019928260490553, 1.9177878565434987, -0.6072713914696181, -2.032499265391149, 0.10247548267297162, 0.3358913596861533, 0.6023212761182355, -0.3343252002861907, -0.8213924738906337, 0.09970648059444967, 0.3823085284802409]"
EP5270,MPALMRI,rtop,"[0.03019505036270837, -0.09075915695153969, 0.08217943907280731, -0.16344753991951638, 0.24410226013377487, -0.10339989775818277, 0.46629017238825765, 0.20190259117999082, 0.32521814602071375, 0.08854695629516916, -0.34508626803660053, -0.3881453894379873]","[-0.032371873514948905, -0.06760892021363595, 0.05809862276640279, -0.12156449691501461, 0.28515337050901957, -0.12291056571059238, 0.04469084176980534, -0.05310900214075818, 0.05152627824973915, -0.17307604788175712, -0.5295168855816861, -0.6508613277557359]","[-0.23597475093944248, -0.1804774704670273, 0.27962277104453487, -0.19756894898644872, 0.2523636941073132, 0.07927900716988849, 0.695800239582625, 0.3476991560013141, 0.19877331623779362, -0.042618783780174675, -0.3388854998225824, -0.5077932040461809]","[-1.3556229356997418, -0.18609451977805933, 0.7499566793278113, 0.5461453284504436, 0.4725355538911746, -0.2569652119435587, 1.4379955478355844, 1.5881672348560467, 1.718261527461803, 1.5638396726339332, 0.25596231316365803, 0.16830603418481602]","[-0.44432002618973315, 0.30078681181681555, -0.5078146902270443, 0.7039666171867353, 0.4421264358404055, -0.5097230654724972, 0.5488335281201534, 1.2538946048207456, 0.9395787028134718, -0.36350723492051634, -0.35779612381814857, 0.1363540736590318]","[0.17279647160643052, 0.5639157651938027, 0.21124562709543143, -0.6102808354358249, 0.5264581583038087, -0.882283779745282, 0.554798181358042, 0.5532597184233974, -0.1984354056729452, -1.149454265204075, -2.01078851378465, -0.061309724844679565]"
MB5330,NODDIWM,ISOVF,"[1.4507516744563753, 1.093577520654084, -0.7836969251300577, 0.3762333589091129, -3.766376158108445, 1.4310638751265181, 1.6879604464387599, -2.582388033221344, -2.3873952393205777, -0.8100546483815377, -2.0595454796183033, -4.644931593622571]","[-3.2918941287846617, -0.00603735476045265, -2.1522556917884605, 2.3447758394297487, 0.886640557006092, 1.964898688274097, -6.774724727364354, -8.309407897474305, -9.53213948651362, -4.142018598217915, -2.6199889613534713, -10.024213659885632]","[4.584825573683514, -0.5936315708512135, -5.561017844564454, 1.7100498736079834, -3.7312894759611117, 2.8280222081132536, 4.751595561558232, -3.8585928588960514, -0.2962870010178391, -2.5453327250955056, -7.299373508353215, -5.290621935332766]","[12.718276561678119, 6.667408382626535, -2.7196908885593407, -7.254982739761057, -14.683253966445646, 0.497512437810949, 8.078163998295492, 7.071204381808111, 0.49554536348779765, 7.078638548211426, -8.635438174924628, -20.98292618439079]","[-2.3987828358309358, -4.298801393345948, 2.7629465975226837, 1.875462866196503, -4.565528240664359, 5.729422322707957, 1.867106410871803, 4.459653327906386, -14.492216903019896, -10.177088584855914, -9.978250935614673, 1.1307499505995775]","[1.87899586780993, 4.62626184039056, -2.946610400789406, -0.09134563862849499, -9.253255795817886, 4.450171235379228, -5.5191818333432066, -7.095548287403835, -9.674785837303459, -4.215638349875665, -15.637178315597101, -7.7474112121295375]"
AG6470,NODDIWM,ISOVF,"[-2.0111219332028707, -0.6060125373800658, 1.280100078979379, 0.6469112165121901, 0.8867049246271868, -0.269348440267589, 1.880819366852887, -2.347674588873043, -1.694890090475297, -2.8520547286989295, -3.0749274681883314, -3.754093543334749]","[-1.398825980351112, -0.8093175634405215, -0.5263099608520782, 2.242450676315998, -0.9758444433320768, 1.359684868242309, -2.0124630547408136, -2.393924524683752, -2.0090238913986638, -4.352037062583361, -5.354863045496774, -6.465110278378886]","[0.7073132536409739, 2.4855175242229093, -0.6872518747242946, 1.419168710914561, -2.883800594969795, -1.230242500576537, 2.3035439137134044, 2.3553669512842057, 2.343669781291718, 0.35708673104123223, 7.538441596318687, 11.115870469307328]","[-16.545632610824704, -6.51096419011915, 9.451650647122573, -0.08251479712467111, 10.279243779962156, -1.5260048613235104, 19.01983064666268, 5.960324146208729, 7.809131238717504, 8.896432182579803, 6.5337877889745055, 7.302375825807069]","[-4.751234608754291, -1.0076975205657206, 4.175387613660614, -0.3753699341668075, 4.234194520555847, -2.9562723214977074, 0.1105932063314674, -5.9320521401026145, -5.6401503955351675, -7.925669049984735, -7.303742586978907, -6.014155080742637]","[2.3567895892240793, 5.0811825199714935, -3.2896483252338378, -2.1754727670467036, -0.6268772208477115, -1.863967958509328, 6.91037153831518, 1.7628138226073489, -1.7947228453541224, -4.367518226592666, -3.917158742976357, -4.789123349428199]"
AM5508,NODDIWM,ISOVF,"[-3.5286400316847444, -1.2381390395042724, 1.280507954491796, -0.8499915603674991, 2.639818425187676, 1.444511210867992, 2.398982532700125, 4.822210843716211, 6.056828391734031, 4.55069321618074, 0.44512681353469424, 0.8252018543328886]","[-4.651620106061759, -0.9923112710889043, -2.109947514359272, -0.33815631823184816, 0.7215241671480832, 6.6328234208843435, 0.5581574775622002, 1.669467987459618, 0.38703522563972675, 3.6371813742669623, -18.917769512441247, -3.1886614252028043]","[-14.424804196306662, -3.205751372570798, -0.11765709692339466, -0.8280871232678332, 5.878801695459077, 9.424679350453602, -4.495877685129195, -2.202265527943187, -3.9841232083805487, -4.337428337428337, -14.475920534425999, 0.4296465018646445]","[-5.8384159816140615, -6.566094831230664, 2.858823410102747, 9.361190753304768, 0.7018089462499537, -2.3540097237805093, 8.246405548052145, 16.021847575462687, 30.97405077429723, 10.54455121919332, 14.421513445903704, 18.104715980985613]","[-17.299969577121985, -4.6834910334903475, 8.940295687497041, -1.0522867251998402, 7.279329541765368, 2.5292615719088944, 8.225030943539942, 1.931783497812586, 15.76584449347869, 3.762729632587864, 5.59711085266572, 9.113088573280692]","[-8.714477964117401, -0.5298608243395684, 2.4257146880721003, 1.621103562768947, 0.8615233912818551, 3.4191127194745907, 4.3666024324080395, 7.065733270052194, 8.357327445873343, 6.789241937403299, -0.4631462716864613, 7.214596585202533]"
AA5325,NODDIWM,ISOVF,"[-0.18010268541168853, 0.9523472036428323, -1.0255807859472816, 0.4824381820447553, -0.9671913521714417, 0.7016359663925245, 5.64426290382473, 4.4524586801579344, 7.015194737148511, 3.6155795789582608, 7.335792134598647, 10.165841743266695]","[1.5203214439466222, -3.539696908737336, 0.6858015758160639, 4.377544859190915, -2.43892325808965, -1.0230952926166936, 2.9714869216872377, 8.234778474430232, 10.48897842060262, 15.919981486019227, 4.652114176328031, 3.9776437299835394]","[-1.5661183571631392, -1.3027702028104475, -12.831013850507471, 1.4121528533101133, 4.374323050737774, 7.572636673872544, 28.105534228031757, 23.567192287151805, 27.918005322814935, 29.942598918963476, 29.342968205959693, 32.37816007917915]","[4.021303527180655, 6.013253531829718, -4.5082196751091566, -0.6771243853920452, -8.48506219556279, 2.171747564405899, -9.576934369933497, -16.457995837437558, -5.453462086589029, -23.375994296539698, 0.36205639675530404, 5.125662910816797]","[3.3096365495087325, 5.571916720971813, -7.607262375695608, 2.938473891443711, -10.62961875397641, 4.147267099181607, 10.958210730731203, 3.29598637884271, 15.082513457976928, 6.4836878728456675, 13.152414871505243, 16.758911474443952]","[4.505512778802009, 8.228522673425685, -6.702340964207766, 3.107981220657278, -13.297752799350839, 1.113716470965211, -2.3957926333872885, -9.037295333006439, 0.2882270788510122, -9.810729066382002, -1.0719117494016084, 7.783735478105442]"
CKA6605,NODDIWM,ISOVF,"[2.4311275855756898, -1.0783044853105075, 0.1746414115520903, -9.078746764076904, 0.6872924265079167, 5.688149283507291, -2.166652291001798, 0.47171572883697155, -0.531401991225025, 0.8680712962252649, -1.2179432401895216, 6.481786082417691]","[0.14987087672021396, 3.224035959309203, 2.9112019328899774, -12.104619870540574, 0.8007294349304271, 3.391335562734981, -5.27085102550245, -4.243943957718549, -7.988701459834749, -6.1030964201046904, -8.687635171398673, 5.911144231919259]","[-1.8471631713880927, -4.644960732984296, -4.169449013827586, -3.211283060885279, 8.336677367576248, 4.096504775756846, 1.4514414261721675, 4.914888872370479, 2.3437261428527725, 4.602878663584148, 6.8006294990236995, 17.972888050992008]","[-0.7061406507585597, -1.1958562987617742, 8.551846409624927, -8.29309936360888, -7.08844295800818, 6.374570932154303, 2.5577036165833555, 12.647772052137013, 17.975063424293054, 22.557135512817514, 0.39785107821775945, 10.803945712805401]","[-8.800642292490126, 4.942929481592165, 9.296458529707634, -0.4266645618466295, -8.964221143781518, 1.274689841278047, -0.24555720913945808, -1.3376224568359003, -3.345095844915347, -3.7354942158043993, 3.211478319668665, -1.4813140846693134]","[-1.7403642051167445, 5.184326039697149, 6.75359089773467, -7.562765163326439, -7.685376570917742, 3.0706908149624113, -3.1312710355730453, -3.2196420151608622, -5.726578680957377, -3.369141290085311, -5.194592171956359, 8.964244585905755]"
EP5270,NODDIWM,ISOVF,"[1.5950252305679797, 2.5671166249084654, -0.5469180097575993, -3.1360384464098816, 0.2923547262445154, -0.9736075524646328, 0.4744670935930761, -0.22954443094556087, 0.40484840279500206, 0.9001575416025698, -6.454381373885033, -3.9008093909754917]","[0.7080768856895943, 1.7008301550399376, -1.5440237751407366, -0.7532810034055881, -1.0396817959370594, 0.8465657123004955, -5.563895869368914, -4.550498847156669, -6.739595536269176, -3.735715125664123, -12.534646116735656, -9.453956866991515]","[11.194673057316127, 12.036502011983409, -9.402091223981094, -12.242769651800788, -5.018582739804357, -2.050343636385603, 0.9780481230148945, 3.62785020931001, 1.3681918737340928, 5.65372997660563, 3.6492812626513067, 8.871415705371925]","[-17.047111017217716, -3.3883202552786735, 5.692485765594003, 2.476192990794021, 6.428336190371623, 2.3403899034054656, -0.8129008779511616, 3.597000252298953, 6.5955509849704415, 2.9901771956856598, -1.256933466139113, -4.919375455673089]","[-0.7522182732525866, 3.7539696287314355, -2.6508153512661403, 2.1626079249646284, -0.5252762826601599, -2.3115284874710444, -4.250355707741154, 3.6321117412745387, 3.5995084218896762, -1.0481360576383993, -2.856040972479342, -0.7120415684853041]","[1.759935160283561, 4.5358304523044755, -4.301982521624467, -2.5035144752449345, 0.8983037349685282, -0.890193280581144, -4.996034446875667, -1.7076320363539417, -8.386995627660138, -9.235666926106482, -18.009685413716372, -12.923091814326604]"
